chain,temperature,mean_energy,mean_energy_per_particle,energy_fluctuation,heat_capacity_over_k,heat_capacity_per_particle,acceptance_rate,unfavorable_accepted,energy_discrepancy,max_displacement,production_steps,accepted_moves,tracked_energy,recalculated_energy
5,0.14999999999999999,252.34636666666665,1.0093854666666666,2.4351567988924216,108.22919106188542,0.43291676424754166,0.29701258000000003,77224,0,0.19660800000000006,150000000,44551887,251,251
6,0.25,351.88988000000001,1.40755952,38.737393585601239,619.79829736961983,2.4791931894784791,0.26973486000000002,302771,0,0.32000000000000006,50000000,13486743,342,342
6,0.23999999999999999,344.85676000000001,1.3794270399999999,36.828082302396069,639.37642886104288,2.5575057154441714,0.32603342000000002,265141,0,0.25600000000000006,50000000,16301671,344,344
6,0.23000000000000001,337.89222000000001,1.3515688800000001,37.206963471588097,703.34524520960485,2.8133809808384194,0.31327423999999998,221987,0,0.25600000000000006,50000000,15663712,349,349
6,0.22,330.66827999999998,1.3226731199999999,36.911535174949677,762.63502427581977,3.050540097103279,0.30009800666666664,550807,0,0.25600000000000006,150000000,45014701,335,335
6,0.20999999999999999,322.57800666666668,1.2903120266666668,37.97758162660466,861.16965139693116,3.4446786055877245,0.28619437333333331,445687,0,0.25600000000000006,150000000,42929156,324,324
6,0.20499999999999999,318.00715333333335,1.2720286133333334,36.955768829822773,879.37581986490852,3.5175032794596341,0.27888877333333334,399143,0,0.25600000000000006,150000000,41833316,326,326
6,0.20300000000000001,315.12121333333334,1.2604848533333333,47.93124066114251,1163.1255468742872,4.6525021874971486,0.27546265333333331,381677,0,0.25600000000000006,150000000,41319398,307,307
6,0.20100000000000001,314.42803333333336,1.2577121333333334,41.08572746552818,1016.9482801299021,4.0677931205196085,0.27373148666666669,363137,0,0.25600000000000006,150000000,41059723,304,304
6,0.19900000000000001,312.63763333333333,1.2505505333333333,38.820977065552142,980.3029485505956,3.9212117942023825,0.27056625000000001,691872,0,0.25600000000000006,300000000,81169875,314,314
6,0.19700000000000001,308.98735666666664,1.2359494266666666,48.466843479473027,1248.8557674630376,4.9954230698521505,0.26623674000000003,660744,0,0.25600000000000006,300000000,79871022,305,305
6,0.19500000000000001,302.48734666666667,1.2099493866666666,101.43564655982482,2667.6041172866485,10.670416469146595,0.33210443333333334,649407,0,0.20480000000000007,300000000,99631330,311,311
6,0.193,305.16285666666664,1.2206514266666666,47.960587706125807,1287.5671214294559,5.1502684857178238,0.33098508333333332,610831,0,0.20480000000000007,300000000,99295525,312,312
6,0.191,290.00107666666668,1.1600043066666668,120.8516021741234,3312.7272326450316,13.250908930580126,0.31837743333333335,598226,0,0.20480000000000007,300000000,95513230,272,272
